utc_timestamp,DE solar capacity,DE solar generation_actual,DE solar profile,DE wind capacity,DE wind generation_actual,DE wind profile
2015-01-25 06:00:00,37303,0,0,28069,5973,0.2182
2015-01-25 07:00:00,37303,126,0.0034,28069,5550,0.2028
2015-01-25 08:00:00,37303,727,0.0195,28069,5185,0.1894
2015-01-25 09:00:00,37303,1387,0.0372,28069,4385,0.1602
2015-01-25 10:00:00,37303,2016,0.054,28069,3922,0.1433
2015-01-25 11:00:00,37303,2317,0.0621,28069,3675,0.1342
2015-01-25 12:00:00,37303,2242,0.0601,28069,3369,0.1231
2015-01-25 13:00:00,37303,1692,0.0454,28069,3082,0.1126
2015-01-25 14:00:00,37303,877,0.0235,28069,2903,0.1061
2015-01-25 15:00:00,37303,177,0.0048,28069,2923,0.1068
2015-01-25 16:00:00,37303,9,0.0002,28069,2882,0.1053
