t_idx,line,from_bus,to_bus,loading_percent,p_from_mw,p_to_mw,q_from_mvar,q_to_mvar
16,10,12,13,9.968255124385108,0.6093885702519752,-0.6065726347618752,0.28038220447684076,-0.2845353407237864
16,11,13,14,9.400843374779917,0.5725726347618271,-0.5710391456323106,0.26346403321812395,-0.26610843043414906
16,12,6,7,0.08586111500869421,1.3976808838989455e-09,0.0,-0.0040795220995740325,0.0
16,13,11,4,0.17518538924597835,1.1880297819512678e-08,3.9020007908555786e-14,-0.008318145159106092,-1.1364126707985233e-13
16,14,14,8,0.037268904257311775,4.040310009950296e-09,6.16128707862282e-14,-0.0024975835758147416,5.063908803893701e-14
17,0,1,2,62.61216913088924,2.8018623623061667,-2.76717774384793,1.3339145043433107,-1.3363805950411918
17,1,2,3,63.31850603348714,2.767177743847939,-2.7117908292250745,1.3363805950411487,-1.3352302535146572
17,2,3,4,35.77373870307501,1.661619517186147,-1.6591560431693244,0.38387529129365827,-0.3908021697617095
17,3,4,5,26.889936508290575,1.2475060431690268,-1.2462286263031397,0.28262048230900105,-0.2903556952604369
17,4,5,6,11.870892689643544,0.5487286263034417,-0.5480500013979686,0.10802700854355675,-0.13327475522755722
17,5,7,8,28.586553961021277,1.3629605584075117,-1.3586520445637464,-0.06812519325752614,0.04571158941240697
17,6,8,9,31.19103325679522,1.3686669887795968,-1.3676845885087812,0.5696277941908374,-0.573676909170208
17,7,9,10,17.996949804145874,0.8239345885089916,-0.823149684104473,0.21809859501147982,-0.23006944001360902
17,8,10,11,6.914757780582045,0.3198496841045404,-0.31980001188014173,0.06880541634674231,-0.0743375261525623
17,9,3,8,19.960851076982287,0.568471312038964,-0.5668649442160371,0.7424726490433996,-0.7624178575552408
17,10,12,13,9.968255124386337,0.6093885702520503,-0.6065726347619494,0.2803822044768765,-0.2845353407238217
17,11,13,14,9.400843374779917,0.5725726347618243,-0.5710391456323105,0.26346403321809575,-0.266108430434149
17,12,6,7,0.08586111502541496,1.3971386605146977e-09,6.777806277345187e-13,-0.004079522100368485,9.93068338042455e-13
17,13,11,4,0.17518538924597835,1.1880297819512678e-08,3.9020007908555786e-14,-0.008318145159106092,-1.1364126707985233e-13
17,14,14,8,0.03726890425764866,4.040251140726781e-09,1.232257415724564e-13,-0.0024975835758373173,1.0127817607787402e-13
18,0,1,2,62.61216913088945,2.8018623623061663,-2.767177743847943,1.3339145043433107,-1.3363805950411898
18,1,2,3,63.318506033487175,2.767177743847938,-2.711790829225074,1.3363805950411485,-1.335230253514657
18,2,3,4,35.77373870307606,1.6616195171861468,-1.6591560431693775,0.38387529129365805,-0.39080216976170234
18,3,4,5,26.88993650828766,1.2475060431688911,-1.246228626303019,0.28262048230880144,-0.29035569526034455
18,4,5,6,11.870892689645423,0.5487286263035094,-0.5480500013980361,0.10802700854365631,-0.13327475522765642
18,5,7,8,28.58655396102165,1.362960558407532,-1.35865204456378,-0.06812519325747426,0.04571158941235706
18,6,8,9,31.191033256790984,1.3686669887794614,-1.3676845885086464,0.5696277941906377,-0.5736769091700087
18,7,9,10,17.996949804145874,0.8239345885089916,-0.823149684104473,0.21809859501147982,-0.23006944001360902
18,8,10,11,6.914757780582045,0.3198496841045404,-0.31980001188014173,0.06880541634674231,-0.0743375261525623
18,9,3,8,19.96085107698454,0.5684713120389906,-0.5668649442160777,0.7424726490433958,-0.7624178575553439
18,10,12,13,9.96825512438778,0.6093885702521268,-0.6065726347620266,0.28038220447692647,-0.28453534072388514
18,11,13,14,9.40084337477992,0.5725726347618268,-0.5710391456323104,0.2634640332181238,-0.2661084304341489
18,12,6,7,0.08586111504601074,1.3963543244854132e-09,1.326561822074911e-12,-0.004079522101347051,1.7730232917793556e-12
18,13,11,4,0.17518538924597835,1.1880297819512678e-08,3.9020007908555786e-14,-0.008318145159106092,-1.1364126707985233e-13
18,14,14,8,0.03726890425844523,4.04021759109344e-09,1.820951666718618e-13,-0.002497583575890699,1.2385427441051973e-13
19,0,1,2,62.705420685050804,2.806797823387862,-2.7720091298405234,1.334400436975487,-1.3367161765651265
19,1,2,3,63.41083231652873,2.7720091298405944,-2.7164588351979635,1.3367161765650761,-1.3353258390438856
19,2,3,4,35.77586420850285,1.6616200435426773,-1.6591562764200525,0.38388195457669816,-0.3908071920510272
19,3,4,5,26.891535867823315,1.2475062764202105,-1.2462287073673761,0.2826255045988717,-0.2903593780035817
19,4,5,6,11.871594898623314,0.548728707367405,-0.5480500013976031,0.10803069128649143,-0.13327523617944337
19,5,7,8,28.490849285724373,1.3582745257443456,-1.3539948465041716,-0.0682292855214579,0.04577863019781897
19,6,8,9,31.193172786072203,1.3686672381964067,-1.3676847029653079,0.5696325418728938,-0.5736807283192571
19,7,9,10,17.99817904635004,0.8239347029655666,-0.8231496909309824,0.21810241416088422,-0.23007133507767452
19,8,10,11,6.915231459603806,0.3198496909309987,-0.31980001187854035,0.06880731141114452,-0.07433865274210283
19,9,3,8,20.021946448245934,0.5731387916553539,-0.5715223916926746,0.7425615712894702,-0.7624896460232219
19,10,12,13,9.968255124383232,0.6093885702518564,-0.6065726347617574,0.28038220447679535,-0.2845353407237417
19,11,13,14,9.400843374778255,0.5725726347617375,-0.5710391456321962,0.2634640332180765,-0.26610843043413285
19,12,6,7,0.08585605358271194,1.3977665827081057e-09,-1.3556580549273344e-13,-0.004079041146828965,-1.9858989786168254e-13
19,13,11,4,0.17517352550471743,1.1878804292205641e-08,-5.325618470297287e-14,-0.008317018569791336,7.125128159878856e-15
19,14,14,8,0.037268904256556136,4.040371624861603e-09,2.7434456868227724e-15,-0.002497583575764106,2.8062989706291337e-14
20,0,1,2,62.893422832897706,2.816731279801407,-2.7817322966644458,1.335406258043695,-1.3374181950640618
20,1,2,3,63.59699029072797,2.7817322966657394,-2.7258518652342913,1.337418195063646,-1.3355428944474652
20,2,3,4,35.78016230663122,1.6616211080127108,-1.6591567481320673,0.38389542572063784,-0.3908173454346804
20,3,4,5,26.894770019063248,1.2475067481320503,-1.2462288713060363,0.2826356579821374,-0.2903668231810154
20,4,5,6,11.87301487466909,0.5487288713064651,-0.5480500013972159,0.10803813646389968,-0.13327620848068839
20,5,7,8,28.29828914133624,1.3488458408813904,-1.3446238862070712,-0.0684624152123021,0.04593766587313661
20,6,8,9,31.197498827258762,1.3686677425600215,-1.3676849344159658,0.5696421388594328,-0.573688448262929
20,7,9,10,18.00066452613033,0.8239349344160605,-0.823149704735059,0.21811013410421295,-0.23007516565881925
20,8,10,11,6.916189220056568,0.31984970473526303,-0.3198000118751811,0.06881114199211016,-0.07434092996475247
20,9,3,8,20.146225403829884,0.5825307572224272,-0.5808938563522807,0.7427651555489686,-0.7626582786845351
20,10,12,13,9.968255124384424,0.609388570251927,-0.606572634761843,0.28038220447678835,-0.28453534072374703
20,11,13,14,9.400843374779347,0.5725726347618525,-0.5710391456322801,0.2634640332180932,-0.26610843043412385
20,12,6,7,0.08584582043253877,1.3975511239808572e-09,-1.3558516476756966e-13,-0.004078068846017002,-1.9854197773820404e-13
20,13,11,4,0.17514954236385977,1.1875450959836914e-08,0.0,-0.008314741346994078,0.0
20,14,14,8,0.0372689042573527,4.040338073059858e-09,6.161287078622821e-14,-0.002497583575817485,5.0639088038937025e-14
21,0,1,2,62.66920169528245,2.804881545734121,-2.7701332932666682,1.3342106763677546,-1.3365848391658282
21,1,2,3,63.37497186884335,2.7701332932693292,-2.714646484892667,1.3365848391650297,-1.3352877597983726
21,2,3,4,35.77503815522438,1.6616198389757753,-1.6591561857674257,0.38387936508713294,-0.39080524029231023
21,3,4,5,26.89091429506954,1.2475061857675334,-1.2462286758614658,0.28262355283967333,-0.29035794682193783
21,4,5,6,11.871321993100084,0.5487286758620468,-0.5480500013975246,0.10802926010478169,-0.1332750492733828
21,5,7,8,28.528005858837812,1.3600938506568367,-1.3558029880317988,-0.06818794440136859,0.04575165620725222
21,6,8,9,31.19234129889396,1.368667141262458,-1.3676846584822027,0.56963069688023,-0.5736792441674695
21,7,9,10,17.99770132476878,0.8239346584827311,-0.8231496882774361,0.2181009300082727,-0.23007059864287865
21,8,10,11,6.91504737327036,0.31984968827787796,-0.3198000118789608,0.06880657497591387,-0.07433821494169623
21,9,3,8,19.998173274712315,0.5713266459187414,-0.5697141532294132,0.7425260815332407,-0.7624608270397983
21,10,12,13,9.968255124384667,0.6093885702518828,-0.6065726347617986,0.28038220447692125,-0.28453534072387987
21,11,13,14,9.40084337477811,0.572572634761686,-0.5710391456321702,0.2634640332181385,-0.266108430434164
21,12,6,7,0.08585802057554737,1.3978605084433507e-09,-1.3556205191555292e-13,-0.00407922805344854,-1.985991299870187e-13
21,13,11,4,0.1751781359327911,1.1879325374948568e-08,5.325786469542438e-14,-0.008317456370209416,-7.123235009445578e-15
21,14,14,8,0.03726890425659708,4.040399690220884e-09,0.0,-0.0024975835757668472,0.0
22,0,1,2,63.14127724326403,2.8297932364483773,-2.79451606314273,1.3367853992000087,-1.338395419014922
22,1,2,3,63.842456301675924,2.7945160631944983,-2.7381988598827034,1.338395418999406,-1.335878488980462
22,2,3,4,35.785855106839875,1.6616225180704813,-1.6591573729762594,0.3839132619037491,-0.390830788462903
22,3,4,5,26.89905363103451,1.2475073729817745,-1.2462290884552865,0.28264910100895396,-0.2903766803677723
22,4,5,6,11.874895626340146,0.5487290884654173,-0.5480500013888858,0.10804799364833965,-0.13327749575641135
22,5,7,8,28.045209860562164,1.3364532368370805,-1.3323065568206682,-0.06881701756620548,0.046195810958886196
22,6,8,9,31.203227801478643,1.3686684105735476,-1.3676852409529954,0.5696548427230308,-0.5736986672110694
22,7,9,10,18.003956049966515,0.8239352409610969,-0.8231497230043787,0.21812035305275357,-0.23008023610880388
22,8,10,11,6.917457583262671,0.3198497230132329,-0.3198000118649613,0.06881621243999232,-0.07434394426045066
22,9,3,8,20.312273173929853,0.5948763418476315,-0.5932118537244682,0.743082913895723,-0.7629291276390078
22,10,12,13,9.968255124383916,0.6093885702518889,-0.6065726347617895,0.280382204476835,-0.28453534072378106
22,11,13,14,9.400843374779555,0.5725726347618526,-0.5710391456322828,0.2634640332180936,-0.2661084304341524
22,12,6,7,0.08583227043167777,1.396663623729616e-09,5.819354969612897e-14,-0.0040767815730521845,4.260543823432726e-13
22,13,11,4,0.1751177915192869,1.1871177579142467e-08,0.0,-0.008311727052840409,0.0
22,14,14,8,0.03726890425697489,4.0403688809627445e-09,6.161287078622818e-14,-0.002497583575792167,5.063908803893709e-14
23,0,1,2,62.612169106297685,2.8018623618619287,-2.767177743430817,1.3339145025374415,-1.3363805932756447
23,1,2,3,63.31850600951665,2.767177743512734,-2.7117908289314627,1.3363805932510358,-1.3352302517886419
23,2,3,4,35.77373870090806,1.6616195171473982,-1.659156043130833,0.38387529129816556,-0.39080216976739646
23,3,4,5,26.889936506662025,1.2475060431400007,-1.2462286262743023,0.2826204823127223,-0.29035569526530514
23,4,5,6,11.870892688921877,0.5487286262904016,-0.5480500013850071,0.1080270085441672,-0.133274755230327
23,5,7,8,28.586553960112965,1.362960558519042,-1.3586520446754533,-0.06812519152433597,0.04571158767629491
23,6,8,9,31.191033254728286,1.3686669887430634,-1.367684588472461,0.5696277941927927,-0.5736769091728049
23,7,9,10,17.996949802887556,0.823934588485018,-0.823149684080704,0.2180985950145001,-0.2300694400179159
23,8,10,11,6.91475778009287,0.319849684095306,-0.31980001187091267,0.06880541634857287,-0.07433752615422615
23,9,3,8,19.960851044567534,0.5684713118399204,-0.5668649440222607,0.7424726473079654,-0.7624178558291806
23,10,12,13,9.968255124383882,0.6093885702519003,-0.6065726347618009,0.28038220447680534,-0.28453534072375136
23,11,13,14,9.400843374777828,0.5725726347617628,-0.5710391456321907,0.26346403321804535,-0.2661084304340764
23,12,6,7,0.08586111500960969,1.3979720502954943e-09,-2.421128177105605e-13,-0.004079522099779175,-1.8411395091703116e-13
23,13,11,4,0.17518538925943863,1.1880130583062296e-08,1.8826252626141372e-13,-0.00831814516011547,1.9168128290364474e-13
23,14,14,8,0.03726890425613739,4.040374366971527e-09,2.8062989706291327e-14,-0.002497583575736042,-2.7434456868227842e-15
