t_idx,line,from_bus,to_bus,loading_percent,p_from_mw,p_to_mw,q_from_mvar,q_to_mvar
3,12,6,7,0.08585465375336869,1.397474683716149e-09,1.0654702680960582e-13,-0.004078908134983456,-1.45107217910622e-14
3,13,11,4,0.17517024451105975,1.1878237143013448e-08,6.750793635321011e-14,-0.008316707017760255,9.938350519265537e-14
3,14,14,8,0.0372689042569749,4.0403688789298654e-09,6.161287078622818e-14,-0.002497583575792165,5.0639088038936994e-14
4,0,1,2,62.612169130840876,2.801862362305604,-2.767177743847417,1.3339145043391871,-1.3363805950371177
4,1,2,3,63.31850603344099,2.767177743847621,-2.711790829224841,1.3363805950370662,-1.335230253510721
4,2,3,4,35.77373870306861,1.6616195171860944,-1.6591560431692585,0.38387529129334835,-0.3908021697612948
4,3,4,5,26.889936508296707,1.2475060431693041,-1.2462286263034312,0.28262048230940706,-0.29035569526094973
4,4,5,6,11.870892689643107,0.5487286263034519,-0.5480500013979758,0.1080270085436661,-0.13327475522764218
4,5,7,8,28.586553961018033,1.3629605584077211,-1.3586520445639543,-0.06812519325324291,0.04571158940814654
4,6,8,9,31.19103325680175,1.3686669887799094,-1.3676845885090938,0.5696277941912608,-0.5736769091706313
4,7,9,10,17.99694980414988,0.8239345885091912,-0.8231496841047331,0.2180985950115133,-0.23006944001368962
4,8,10,11,6.914757780582047,0.3198496841046301,-0.3198000118801747,0.06880541634716472,-0.07433752615255905
4,9,3,8,19.96085107691243,0.5684713120388429,-0.5668649442159156,0.7424726490393314,-0.7624178575513016
4,10,12,13,9.968255124384353,0.609388570251916,-0.6065726347618304,0.28038220447681816,-0.28453534072376274
4,11,13,14,9.400843374778555,0.5725726347617628,-0.5710391456322469,0.26346403321804535,-0.2661084304340708
4,12,6,7,0.0858611150137899,1.3978648975105853e-09,-7.755725875865145e-14,-0.004079522099816489,2.276131010026386e-13
4,13,11,4,0.175185389250765,1.1880375591069234e-08,-9.228051632221277e-14,-0.008318145159334166,1.20761517332415e-13
4,14,14,8,0.03726890425697489,4.0403688799869625e-09,6.161287078622823e-14,-0.0024975835757921677,5.0639088038937076e-14
5,0,1,2,62.61216913084118,2.8018623623055903,-2.7671777438474203,1.3339145043391885,-1.3363805950371452
5,1,2,3,63.31850603344154,2.767177743847638,-2.711790829224857,1.3363805950370922,-1.3352302535107459
5,2,3,4,35.7737387030678,1.6616195171860264,-1.659156043169244,0.3838752912932482,-0.39080216976118787
5,3,4,5,26.889936508292983,1.2475060431691687,-1.246228626303296,0.28262048230920744,-0.29035569526075067
5,4,5,6,11.870892689642373,0.5487286263034218,-0.5480500013979457,0.10802700854364305,-0.1332747552276192
5,5,7,8,28.586553961018684,1.3629605584077547,-1.3586520445639911,-0.06812519325319273,0.045711589408069936
5,6,8,9,31.191033256805987,1.3686669887800442,-1.3676845885092281,0.5696277941914601,-0.5736769091708303
5,7,9,10,17.996949804144535,0.8239345885090025,-0.8231496841045379,0.218098595011321,-0.23006944001344465
5,8,10,11,6.914757780585762,0.3198496841047367,-0.31980001188030976,0.06880541634715051,-0.07433752615275788
5,9,3,8,19.960851076911997,0.5684713120388625,-0.5668649442159619,0.7424726490392742,-0.7624178575512409
5,10,12,13,9.968255124384926,0.6093885702519456,-0.6065726347618612,0.2803822044768296,-0.28453534072378805
5,11,13,14,9.400843374777613,0.5725726347617318,-0.5710391456321879,0.26346403321801987,-0.2661084304340482
5,12,6,7,0.08586111500512435,1.3980294527289952e-09,-3.486695098524915e-13,-0.004079522099404763,-1.6961423421437004e-13
5,13,11,4,0.1751853892465781,1.1880510592020624e-08,-1.7402202574607194e-13,-0.008318145159135367,-8.51602660696622e-14
5,14,14,8,0.03726890425773052,4.0403072674066905e-09,1.204822958856337e-13,-0.002497583575842807,7.321518637158284e-14
6,0,1,2,62.61216913084095,2.8018623623055903,-2.7671777438474066,1.3339145043391882,-1.3363805950371468
6,1,2,3,63.31850603344209,2.7671777438476477,-2.7117908292248734,1.3363805950371188,-1.3352302535107707
6,2,3,4,35.773738703064886,1.6616195171859582,-1.659156043169123,0.3838752912931481,-0.3908021697610952
6,3,4,5,26.889936508290056,1.2475060431690477,-1.2462286263031752,0.28262048230911485,-0.2903556952606584
6,4,5,6,11.870892689642373,0.5487286263034485,-0.5480500013979458,0.10802700854363947,-0.13327475522761922
6,5,7,8,28.586553961019057,1.362960558407775,-1.3586520445640113,-0.06812519325314084,0.045711589408018255
6,6,8,9,31.19103325680989,1.3686669887802576,-1.367684588509441,0.569627794191432,-0.5736769091708017
6,7,9,10,17.996949804136655,0.8239345885086929,-0.8231496841042292,0.21809859501103618,-0.23006944001316065
6,8,10,11,6.9147577805878795,0.3198496841047084,-0.31980001188041635,0.06880541634693745,-0.07433752615274367
6,9,3,8,19.960851076912707,0.5684713120388158,-0.566864944215942,0.7424726490393347,-0.7624178575512977
6,10,12,13,9.968255124385504,0.6093885702519766,-0.6065726347618919,0.28038220447685513,-0.28453534072381337
6,11,13,14,9.400843374777036,0.5725726347617007,-0.5710391456321571,0.2634640332179944,-0.2661084304340229
6,12,6,7,0.08586111500124934,1.398271564940351e-09,-4.842256353994115e-13,-0.00407952209922065,-3.6822790182287437e-13
6,13,11,4,0.17518538924448462,1.1880578092496319e-08,-2.9478354307848697e-13,-0.008318145159035967,-1.7744078239187497e-13
6,14,14,8,0.037268904258067406,4.0402483981831754e-09,1.8209516667186198e-13,-0.002497583575865383,1.2385427441051996e-13
7,0,1,2,62.61216913084095,2.8018623623055903,-2.7671777438474066,1.3339145043391882,-1.3363805950371468
7,1,2,3,63.31850603344225,2.7671777438476495,-2.7117908292248742,1.3363805950371326,-1.3352302535107836
7,2,3,4,35.77373870306196,1.6616195171858366,-1.6591560431690018,0.383875291293055,-0.3908021697610027
7,3,4,5,26.88993650828926,1.24750604316898,-1.2462286263031612,0.2826204823090151,-0.2903556952605517
7,4,5,6,11.870892689643634,0.5487286263035092,-0.5480500013980028,0.1080270085436857,-0.1332747552276386
7,5,7,8,28.586553961019987,1.362960558407822,-1.3586520445640677,-0.06812519325309238,0.045711589407998604
7,6,8,9,31.19103325681838,1.3686669887804987,-1.3676845885097104,0.5696277941916171,-0.5736769091712
7,7,9,10,17.996949804130857,0.8239345885084902,-0.8231496841040269,0.21809859501073714,-0.2300694400128624
7,8,10,11,6.914757780587362,0.3198496841046304,-0.3198000118803384,0.06880541634716478,-0.07433752615297096
7,9,3,8,19.960851076912984,0.5684713120388762,-0.5668649442159686,0.742472649039381,-0.7624178575512941
7,10,12,13,9.96825512438561,0.6093885702519921,-0.6065726347618932,0.28038220447686796,-0.2845353407238274
7,11,13,14,9.400843374776462,0.5725726347616698,-0.5710391456321264,0.2634640332179689,-0.26610843043399757
7,12,6,7,0.08586111500094415,1.3981650081413763e-09,-3.776689432466258e-13,-0.004079522099206151,-3.827276185199415e-13
7,13,11,4,0.17518538924029775,1.188071309366455e-08,-4.297855609160031e-13,-0.008318145158837168,-3.7624231554140164e-13
7,14,14,8,0.03726890425924179,4.040184042273251e-09,2.1290160206497617e-13,-0.0024975835759440852,1.4917381842998853e-13
8,0,1,2,62.61216913084095,2.801862362305576,-2.7671777438474066,1.3339145043391896,-1.3363805950371468
8,1,2,3,63.318506033442524,2.767177743847658,-2.7117908292248822,1.3363805950371455,-1.335230253510796
8,2,3,4,35.77373870305954,1.661619517185794,-1.659156043168959,0.3838752912927337,-0.39080216976068194
8,3,4,5,26.88993650828554,1.2475060431688445,-1.246228626303026,0.2826204823088156,-0.2903556952603527
8,4,5,6,11.870892689644366,0.5487286263035397,-0.548050001398033,0.10802700854370885,-0.13327475522766158
8,5,7,8,28.586553961020634,1.3629605584078555,-1.358652044564088,-0.06812519325304217,0.04571158940794695
8,6,8,9,31.19103325682261,1.3686669887806617,-1.3676845885098448,0.5696277941920301,-0.5736769091713987
8,7,9,10,17.99694980412461,0.8239345885082804,-0.8231496841038174,0.2180985950103848,-0.2300694400125109
8,8,10,11,6.9147577805873635,0.31984968410473696,-0.31980001188033846,0.06880541634715057,-0.07433752615297098
8,9,3,8,19.960851076911997,0.5684713120389029,-0.5668649442159615,0.7424726490393774,-0.7624178575512405
8,10,12,13,9.96825512438608,0.6093885702520218,-0.6065726347619225,0.2803822044768794,-0.2845353407238387
8,11,13,14,9.400843374775523,0.5725726347616107,-0.5710391456320675,0.2634640332179462,-0.266108430433975
8,12,6,7,0.0858611149961536,1.3980874506063293e-09,-3.0011168448797436e-13,-0.0040795220989785375,-6.103407195225801e-13
8,13,11,4,0.17518538923835428,1.1880833854704606e-08,-5.505470782484181e-13,-0.00831814515874489,-4.685228318636144e-13
8,14,14,8,0.03726890425957867,4.040125173076841e-09,2.7725791853802733e-13,-0.0024975835759666614,2.2787589617521705e-13
9,0,1,2,62.61216913084095,2.801862362305576,-2.7671777438474066,1.3339145043391896,-1.3363805950371468
9,1,2,3,63.318506033443064,2.7671777438476752,-2.7117908292248987,1.3363805950371717,-1.335230253510821
9,2,3,4,35.77373870305768,1.6616195171856722,-1.6591560431688914,0.3838752912926405,-0.39080216976058213
9,3,4,5,26.889936508282624,1.2475060431687233,-1.2462286263029052,0.28262048230872294,-0.2903556952602604
9,4,5,6,11.870892689645833,0.5487286263036003,-0.5480500013980936,0.10802700854375506,-0.13327475522770754
9,5,7,8,28.586553961021245,1.3629605584078857,-1.3586520445641215,-0.06812519325301879,0.045711589407897046
9,6,8,9,31.19103325682881,1.3686669887807963,-1.3676845885100857,0.5696277941922296,-0.5736769091715836
9,7,9,10,17.996949804117328,0.8239345885080704,-0.8231496841035547,0.21809859501003248,-0.23006944001216653
9,8,10,11,6.9147577805836455,0.3198496841046305,-0.3198000118802035,0.0688054163471648,-0.0743375261527722
9,9,3,8,19.96085107691227,0.5684713120389028,-0.566864944215988,0.7424726490393772,-0.7624178575512367
9,10,12,13,9.968255124386548,0.6093885702520527,-0.6065726347619519,0.280382204476905,-0.2845353407238499
9,11,13,14,9.400843374775308,0.5725726347615796,-0.5710391456320647,0.26346403321792067,-0.2661084304339469
9,12,6,7,0.08586111499584843,1.3979808936989344e-09,-3.0011168448797436e-13,-0.004079522098964038,-6.103407195225801e-13
9,13,11,4,0.1751853892341674,1.1880968855439156e-08,-6.180480871671761e-13,-0.008318145158546092,-5.679235984383777e-13
9,14,14,8,0.03726890426033431,4.040063560496569e-09,3.3612734363743284e-13,-0.002497583576017301,2.504519945078629e-13
10,0,1,2,63.22361470547383,2.8341239988328173,-2.7987541706724173,1.3372568413756296,-1.3387329925623899
10,1,2,3,63.92401100322084,2.798754170817965,-2.7422914857370846,1.3387329925188036,-1.3360023405138401
10,2,3,4,35.78775288574844,1.6616229881480407,-1.6591575812635064,0.3839192062848247,-0.39083526862304097
10,3,4,5,26.900481636728024,1.2475075812801553,-1.246229160826272,0.2826535811673613,-0.2903799654267173
10,4,5,6,11.87552260354904,0.5487291608543499,-0.5480500013740863,0.10805127870224096,-0.1332779247569806
10,5,7,8,27.961332171295805,1.3323458084548916,-1.3282239282561006,-0.06894663735991462,0.04629369353551194
10,6,8,9,31.205137432397724,1.368668633234186,-1.367685343108329,0.5696590759158746,-0.5737020723257782
10,7,9,10,18.005053209991907,0.8239353431315608,-0.8231497290725762,0.21812375816883686,-0.23008192563487936
10,8,10,11,6.917880365351774,0.31984972909789705,-0.31980001185299595,0.06881790196279164,-0.07434494865188195
10,9,3,8,20.367975302086123,0.5989684976883383,-0.5972947048977124,0.7432008210426558,-0.7630312434185722
10,10,12,13,9.96825512438457,0.6093885702519325,-0.6065726347618328,0.28038220447684475,-0.28453534072379055
10,11,13,14,9.40084337478035,0.5725726347618605,-0.5710391456323158,0.2634640332181776,-0.2661084304342052
10,12,6,7,0.08582775426235019,1.396943805965535e-09,-2.7123732924306095e-13,-0.0040763525753259805,-3.969156350595164e-13
10,13,11,4,0.1751072105864342,1.1869748353264195e-08,-1.4304033309193012e-14,-0.008310722664223223,-1.0646411404322009e-13
10,14,14,8,0.03726890425659707,4.040399686236441e-09,2.8062989706291283e-14,-0.0024975835757668446,-2.743445686822784e-15
11,0,1,2,62.795800046832106,2.811575983702864,-2.776686274245895,1.334879616719001,-1.3370494215761992
11,1,2,3,63.500321588341436,2.7766862742806553,-2.7209773962724273,1.3370494215657016,-1.335426130651658
11,2,3,4,35.77792830262212,1.66162055470584,-1.6591565029293092,0.38388842439453175,-0.3908120684694857
11,3,4,5,26.89308901801625,1.247506502933342,-1.2462287860819492,0.2826303810163291,-0.2903629537535017
11,4,5,6,11.872276819526906,0.5487287860887232,-0.5480500013920343,0.10803426703467006,-0.1332757031567874
11,5,7,8,28.398214258081612,1.3537387094612556,-1.3494868484008096,-0.06833748373398796,0.045851108164892934
11,6,8,9,31.195250368265327,1.3686674803931067,-1.3676848141001678,0.5696371512705074,-0.5736844361975163
11,7,9,10,17.999372698169648,0.8239348141057622,-0.8231496975502609,0.21810612203896157,-0.2300731749114311
11,8,10,11,6.915691424121142,0.31984969755608467,-0.3198000118728279,0.06880915124332562,-0.07433974649578153
11,9,3,8,20.081508834326506,0.5776568415904266,-0.576030631973214,0.742655393077337,-0.7625667333907689
11,10,12,13,9.968255124385026,0.609388570251925,-0.6065726347618264,0.280382204476917,-0.2845353407238767
11,11,13,14,9.400843374780134,0.5725726347618293,-0.5710391456323127,0.2634640332181525,-0.26610843043417753
11,12,6,7,0.08585113897243069,1.3974701891560429e-09,-1.6460850445718098e-13,-0.004078574171511939,-4.1165040458725317e-13
11,13,11,4,0.1751620067780387,1.1877271283893334e-08,-6.75116775418368e-14,-0.008315924816636138,-9.937413340317391e-14
11,14,14,8,0.037268904257352714,4.040338075689048e-09,9.241930617934215e-14,-0.0024975835758174834,7.595863205840558e-14
12,0,1,2,62.61216913053278,2.801862362299857,-2.7671777438420153,1.3339145043168625,-1.336380595015344
12,1,2,3,63.31850603313999,2.767177743843223,-2.7117908292209574,1.3363805950149663,-1.3352302534894114
12,2,3,4,35.773738703040806,1.6616195171855948,-1.659156043168778,0.38387529129313064,-0.39080216976119453
12,3,4,5,26.889936508264345,1.247506043168581,-1.2462286263026972,0.28262048230864056,-0.2903556952600854
12,4,5,6,11.870892689628326,0.5487286263031288,-0.5480500013976335,0.10802700854323788,-0.1332747552272595
12,5,7,8,28.58655396100664,1.3629605584090552,-1.358652044565298,-0.06812519323250237,0.04571158938735978
12,6,8,9,31.19103325677406,1.3686669887792817,-1.3676845885084965,0.5696277941911662,-0.5736769091707558
12,7,9,10,17.996949804134733,0.8239345885088688,-0.8231496841044208,0.2180985950116422,-0.23006944001388094
12,8,10,11,6.914757780577297,0.3198496841044945,-0.31980001188006835,0.06880541634720824,-0.07433752615281886
12,9,3,8,19.9608510765239,0.5684713120364118,-0.5668649442135497,0.7424726490185936,-0.762417857530665
12,10,12,13,9.968255124382903,0.6093885702518153,-0.6065726347617177,0.28038220447681367,-0.28453534072377423
12,11,13,14,9.400843374778258,0.5725726347617093,-0.5710391456321962,0.26346403321807954,-0.26610843043413307
12,12,6,7,0.08586111500930453,1.3978935596960576e-09,0.0,-0.0040795220996053955,0.0
12,13,11,4,0.17518538924822166,1.1880282350549762e-08,5.326050841368546e-14,-0.008318145159217987,-7.12025025256062e-15
12,14,14,8,0.03726890425705677,4.040425008374491e-09,2.7434456868227625e-15,-0.0024975835757976555,2.8062989706291337e-14
13,0,1,2,62.61216913053169,2.8018623622998087,-2.767177743841982,1.3339145043168106,-1.3363805950152923
13,1,2,3,63.318506033140224,2.7671777438432303,-2.7117908292209707,1.3363805950149659,-1.33523025348941
13,2,3,4,35.77373870304106,1.6616195171856485,-1.6591560431688175,0.3838752912931237,-0.3908021697610806
13,3,4,5,26.889936508268065,1.2475060431687026,-1.2462286263028328,0.28262048230873327,-0.2903556952602846
13,4,5,6,11.870892689628326,0.5487286263031288,-0.5480500013976335,0.10802700854323788,-0.1332747552272595
13,5,7,8,28.586553961006555,1.3629605584090487,-1.3586520445652948,-0.06812519323255596,0.045711589387386536
13,6,8,9,31.19103325678677,1.3686669887796084,-1.3676845885089013,0.5696277941919926,-0.5736769091713534
13,7,9,10,17.996949804132203,0.8239345885088153,-0.8231496841043069,0.21809859501164922,-0.23006944001384183
13,8,10,11,6.91475778057146,0.31984968410433096,-0.3198000118798268,0.06880541634679628,-0.07433752615263428
13,9,3,8,19.9608510765239,0.5684713120364119,-0.5668649442135498,0.7424726490185938,-0.7624178575306653
13,10,12,13,9.968255124382903,0.6093885702518153,-0.6065726347617177,0.28038220447681367,-0.28453534072377423
13,11,13,14,9.400843374779196,0.5725726347617682,-0.5710391456322549,0.26346403321810224,-0.2661084304341556
13,12,6,7,0.08586111500094418,1.3981646714966017e-09,-2.4211281769984077e-13,-0.004079522099208169,-1.841139509115083e-13
13,13,11,4,0.17518538925225863,1.188009408903401e-08,2.2728253415986313e-13,-0.008318145159409669,7.804001581712845e-14
13,14,14,8,0.037268904258149285,4.0403045265707035e-09,9.516275186616508e-14,-0.0024975835758708704,1.0402162176469709e-13
14,0,1,2,62.612169130530624,2.8018623622997594,-2.767177743841949,1.3339145043167586,-1.3363805950152408
14,1,2,3,63.31850603314015,2.767177743843219,-2.71179082922096,1.3363805950149814,-1.3352302534894256
14,2,3,4,35.773738703041865,1.661619517185649,-1.6591560431688324,0.38387529129312375,-0.39080216976118765
14,3,4,5,26.889936508270985,1.2475060431688239,-1.2462286263029538,0.28262048230882597,-0.29035569526037697
14,4,5,6,11.870892689628326,0.5487286263031288,-0.5480500013976335,0.10802700854323788,-0.1332747552272595
14,5,7,8,28.586553961007482,1.362960558409096,-1.3586520445653387,-0.0681251932325075,0.04571158938736514
14,6,8,9,31.191033256795254,1.3686669887799854,-1.3676845885091706,0.5696277941923776,-0.5736769091717517
14,7,9,10,17.99694980413324,0.823934588508815,-0.82314968410436,0.21809859501164913,-0.2300694400138347
14,8,10,11,6.914757780568778,0.3198496841041674,-0.3198000118798479,0.06880541634638432,-0.07433752615198089
14,9,3,8,19.9608510765222,0.568471312036405,-0.5668649442135627,0.7424726490185404,-0.7624178575305551
14,10,12,13,9.968255124382903,0.6093885702518153,-0.6065726347617177,0.28038220447681367,-0.28453534072377423
14,11,13,14,9.400843374779196,0.5725726347617991,-0.5710391456322548,0.2634640332181276,-0.26610843043415555
14,12,6,7,0.08586111499676398,1.3983002273426637e-09,-5.132250687938477e-13,-0.004079522099009555,-5.81341286128691e-13
14,13,11,4,0.1751853892519587,1.1879987567688446e-08,3.6228455199747664e-13,-0.008318145159395428,2.7684154896674917e-13
14,14,14,8,0.037268904258823045,4.0401867881507784e-09,1.8758205804550744e-13,-0.002497583575916022,1.7998025382310288e-13
15,0,1,2,62.627245853304025,2.8026606945936186,-2.7679592598811524,1.3339924844767705,-1.3364342819459682
15,1,2,3,63.33343268357472,2.7679592598811458,-2.7125459470344295,1.3364342819459691,-1.3352451631670774
15,2,3,4,35.77408206234096,1.6616196022131857,-1.6591560808485468,0.3838763677637463,-0.39080298112883205
15,3,4,5,26.8901948726683,1.2475060808484695,-1.2462286393985356,0.28262129367667443,-0.290356290222012
15,4,5,6,11.871006126134267,0.5487286393984621,-0.548050001397958,0.1080276035047712,-0.13327483292742567
15,5,7,8,28.57107193718727,1.3622025106824702,-1.3578986678951985,-0.06814150232465092,0.045721894540921515
15,6,8,9,31.191378890817724,1.3686670290713865,-1.3676846069988349,0.5696285612214558,-0.5736775261900839
15,7,9,10,17.997148384193505,0.8239346069987064,-0.82314968520741,0.21809921203145255,-0.23006974618037918
15,8,10,11,6.9148343018773675,0.31984968520745094,-0.31980001187999274,0.06880572251404016,-0.07433770816476468
15,9,3,8,19.97070388327628,0.5692263448212099,-0.5676183611761678,0.7424864822254299,-0.7624289297142993
15,10,12,13,9.96825512438493,0.6093885702519609,-0.606572634761861,0.28038220447684215,-0.2845353407237878
15,11,13,14,9.400843374778258,0.5725726347617679,-0.5710391456321957,0.2634640332181013,-0.2661084304341321
15,12,6,7,0.08586029733972618,1.3973944850646097e-09,2.711153881527079e-13,-0.004079444399869167,3.972196490503972e-13
15,13,11,4,0.1751834725901493,1.1880149132460424e-08,-5.3259809741005543e-14,-0.008317963146887828,7.121039721076457e-15
15,14,14,8,0.03726890425659707,4.040399686182231e-09,2.7434456868227874e-15,-0.002497583575766846,2.8062989706291296e-14
16,0,1,2,62.61216913088923,2.8018623623061645,-2.7671777438479306,1.333914504343283,-1.336380595041192
16,1,2,3,63.31850603348719,2.767177743847931,-2.71179082922507,1.336380595041136,-1.3352302535146718
16,2,3,4,35.77373870307233,1.6616195171861332,-1.659156043169243,0.38387529129355114,-0.39080216976150295
16,3,4,5,26.889936508293243,1.247506043169095,-1.246228626303222,0.28262048230910086,-0.29035569526064314
16,4,5,6,11.870892689640932,0.5487286263033508,-0.5480500013978707,0.10802700854348746,-0.13327475522743493
16,5,7,8,28.586553961020666,1.3629605584074815,-1.3586520445637265,-0.06812519325754955,0.04571158941245862
16,6,8,9,31.19103325679946,1.368666988779732,-1.3676845885089162,0.5696277941910369,-0.5736769091704071
16,7,9,10,17.99694980414632,0.8239345885089452,-0.8231496841044801,0.21809859501154025,-0.23006944001366234
16,8,10,11,6.914757780582045,0.3198496841045404,-0.31980001188014173,0.06880541634674232,-0.0743375261525623
16,9,3,8,19.96085107698355,0.5684713120389909,-0.5668649442160709,0.7424726490433963,-0.7624178575552909
