t_idx,trafo,name,hv_bus,lv_bus,sn_mva,loading_percent,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar
9,0,Trafo 0-1,0,1,25.0,137.6104450166669,31.351145825003076,16.5143235382508,-31.27539928669235,-10.833331564308715
9,1,Trafo 0-12,0,12,25.0,27.316428581541665,6.558776170606717,2.5415221512289965,-6.555791421524901,-2.3176659070217296
9,2,CS_Trafo_15,7,15,0.25,9.78086757794005,0.017035080048568726,0.0056006757494779435,-0.01675499854058056,-0.005507101702583347
9,3,CS_Trafo_16,14,16,0.25,0.18783713193203552,0.00044103705682930306,1.7503028567527126e-08,-3.493431824364585e-16,2.2785284075523544e-16
9,4,HH_Trafo_17,14,17,1.0,0.3953516761781074,0.003299148382958695,0.0017037509570395704,-0.0028580864401845357,-0.0009394075841151466
10,0,Trafo 0-1,0,1,25.0,147.2639993784673,32.98681182129435,18.703824131951574,-32.90006507924259,-12.197816644982048
10,1,Trafo 0-12,0,12,25.0,26.461763634644242,6.357450198657324,2.4519617748064086,-6.3546492989186945,-2.2418942352224964
10,2,CS_Trafo_15,7,15,0.25,7.079615657240549,0.011440635225399527,0.0037313252299224576,-0.011203754579905339,-0.003682496050556302
10,3,CS_Trafo_16,14,16,0.25,0.18836234011359562,0.0004435068571861387,1.7601045175757567e-08,3.5068959460857753e-16,-2.2792223232983147e-16
10,4,HH_Trafo_17,14,17,1.0,0.2551043867532737,0.0020275819729020706,0.0012889802464413002,-0.0015840794358350538,-0.0005206617319047938
11,0,Trafo 0-1,0,1,25.0,135.21964325746114,30.929701141632744,15.991260017964638,-30.856563733942036,-10.505952895660377
11,1,Trafo 0-12,0,12,25.0,25.887987949346826,6.222429193668776,2.391447826029915,-6.21974844198852,-2.190391393362013
11,2,CS_Trafo_15,7,15,0.25,6.327591721781241,0.011241319926002934,0.0036405156157495863,-0.010957853366271024,-0.003601672228373091
11,3,CS_Trafo_16,14,16,0.25,0.18875476208598127,0.0004453567293995468,1.767445833360747e-08,1.043056399135266e-16,9.313577313253167e-16
11,4,HH_Trafo_17,14,17,1.0,0.2383623383365956,0.0018758885049008117,0.00124169200909938,-0.001430538306594805,-0.0004701952032259882
12,0,Trafo 0-1,0,1,25.0,140.85826574232854,31.914669825150074,17.234835063694824,-31.835305621038344,-11.28251807823072
12,1,Trafo 0-12,0,12,25.0,26.094409025613334,6.271506351697397,2.4119161080175737,-6.26878267896781,-2.2076405957435528
12,2,CS_Trafo_15,7,15,0.25,6.50113036936845,0.011059972023803393,0.003590608424230911,-0.010799252753300547,-0.0035495427278335206
12,3,CS_Trafo_16,14,16,0.25,0.18868248480189379,0.00044501572595429277,1.7660925825160314e-08,-1.1589843741630562e-15,-2.4692151186855047e-16
12,4,HH_Trafo_17,14,17,1.0,0.20929064977800627,0.0016037740256302662,0.0011517358259008025,-0.0011587678064578556,-0.0003808685595758201
13,0,Trafo 0-1,0,1,25.0,148.54721989633651,33.194226282594464,19.007245730493906,-33.10596117643874,-12.387360903642312
13,1,Trafo 0-12,0,12,25.0,25.839391110705385,6.211485149685541,2.385040925143777,-6.20881445315365,-2.1847386288163944
13,2,CS_Trafo_15,7,15,0.25,4.887812974855913,0.007822452109612087,0.0025190102251441433,-0.007593670193619551,-0.0024959186958501264
13,3,CS_Trafo_16,14,16,0.25,0.18885923765558973,0.0004458498748368141,1.7694028724786395e-08,2.0834931496573992e-16,1.863788704744309e-15
13,4,HH_Trafo_17,14,17,1.0,0.19457526584760743,0.0014660012545484264,0.0011076059375118108,-0.0010201620942080923,-0.0003353110650704648
14,0,Trafo 0-1,0,1,25.0,138.58276025415628,31.52767792236731,16.716132526903213,-31.450857196608666,-10.954576471669203
14,1,Trafo 0-12,0,12,25.0,26.385020441847363,6.33942799935443,2.443773421487092,-6.33664332213955,-2.2349225715277345
14,2,CS_Trafo_15,7,15,0.25,4.973640656385284,0.008635480052390518,0.0027738795751835136,-0.008366730246091476,-0.0027500112442108734
14,3,CS_Trafo_16,14,16,0.25,0.18841910573360615,0.00044377421142705015,1.7611653919079318e-08,-1.40332649170421e-15,9.117399650229749e-16
14,4,HH_Trafo_17,14,17,1.0,0.1898682628788563,0.0014188931436059657,0.0010892045354750253,-0.0009751298919141024,-0.0003205096959493931
15,0,Trafo 0-1,0,1,25.0,151.08032645881394,33.612900400082495,19.586491695682515,-33.521599339910885,-12.738910253485349
15,1,Trafo 0-12,0,12,25.0,26.472666084862418,6.359973370687524,2.4532212758186405,-6.35717016248894,-2.2429806016905367
15,2,CS_Trafo_15,7,15,0.25,4.943543371823381,0.00776992793511009,0.0025048945862415975,-0.007549058670278684,-0.0024812555939847315
15,3,CS_Trafo_16,14,16,0.25,0.18834895402124288,0.0004434438232192229,1.7598543880552537e-08,-1.2623242044510798e-15,-1.1747146249482865e-15
15,4,HH_Trafo_17,14,17,1.0,0.24430992663668555,0.001927688106982724,0.0012560420018662226,-0.001484250004424624,-0.0004878493845676779
16,0,Trafo 0-1,0,1,25.0,136.04915699847058,31.07312311351455,16.178632247813837,-30.999085621034574,-10.625818747293623
16,1,Trafo 0-12,0,12,25.0,26.97734346377814,6.479231285145605,2.505140647201582,-6.476320176904157,-2.286807467576758
16,2,CS_Trafo_15,7,15,0.25,6.305677637273681,0.011117507549119117,0.0036009467351666435,-0.010838273915737202,-0.0035623683636788134
16,3,CS_Trafo_16,14,16,0.25,0.18808670727078344,0.00044220982918770954,1.7549571699451618e-08,8.057868922848092e-16,4.720256763089596e-16
16,4,HH_Trafo_17,14,17,1.0,0.7300486190659938,0.006313542058318873,0.0026974847897642223,-0.005871158080320265,-0.001929756339993104
17,0,Trafo 0-1,0,1,25.0,146.24060694560507,32.810997342650346,18.47930762485665,-32.725452082171074,-12.063411281212941
17,1,Trafo 0-12,0,12,25.0,27.33829028517018,6.563464236170687,2.5450034637928556,-6.560474707707817,-2.3207887659048336
17,2,CS_Trafo_15,7,15,0.25,9.682288697760317,0.01572784404942941,0.005180740090113018,-0.015482851782626234,-0.005088967285285229
17,3,CS_Trafo_16,14,16,0.25,0.18776250277832782,0.0004406866715419369,1.7489122707909028e-08,-3.491743085970843e-16,2.278084204644601e-16
17,4,HH_Trafo_17,14,17,1.0,1.1308497214080688,0.009885336127455027,0.0038720247321475743,-0.009444148627085366,-0.0031041415406727574
18,0,Trafo 0-1,0,1,25.0,136.63880343442582,31.173235165574194,16.314958733405636,-31.09855451515824,-10.7139083740954
18,1,Trafo 0-12,0,12,25.0,27.757403275887,6.661872238925062,2.5897224907582395,-6.658790345178579,-2.358580394647224
18,2,CS_Trafo_15,7,15,0.25,14.233350339878204,0.024886627621141154,0.008281639949554052,-0.024590797294382957,-0.008082604204342616
18,3,CS_Trafo_16,14,16,0.25,0.18747693970032703,0.00043934723321855545,1.743596524759615e-08,8.039595858354077e-16,4.691527388030277e-16
18,4,HH_Trafo_17,14,17,1.0,1.2990373856147737,0.011369885342677459,0.004359584355546121,-0.010929852152288099,-0.003592468674403185
19,0,Trafo 0-1,0,1,25.0,141.16232171078056,31.95775753566402,17.319734027720422,-31.878050331380898,-11.341692022155788
19,1,Trafo 0-12,0,12,25.0,27.798024751277623,6.67142841989985,2.5940091250021062,-6.668337499179563,-2.362190005664597
19,2,CS_Trafo_15,7,15,0.25,16.252498622256848,0.027431185054450122,0.00918236615833068,-0.02714600434829887,-0.008922460148461578
19,3,CS_Trafo_16,14,16,0.25,0.18745222580371662,0.00043923140813078307,1.7431367579673774e-08,1.0711051236733197e-16,9.245291896717552e-16
19,4,HH_Trafo_17,14,17,1.0,1.2687954982990346,0.011098910760418943,0.0042700728803649265,-0.010659028707933898,-0.003503453312946551
20,0,Trafo 0-1,0,1,25.0,138.63156664693963,31.51689528340702,16.763233157911277,-31.440020438323074,-10.997618152136486
20,1,Trafo 0-12,0,12,25.0,27.81600133357443,6.675659042953838,2.5959018713831425,-6.672564123233068,-2.3637828269261028
20,2,CS_Trafo_15,7,15,0.25,15.216062411121708,0.02616035121906704,0.008730644551783639,-0.02586981443165565,-0.008502996807620062
20,3,CS_Trafo_16,14,16,0.25,0.18744151459001057,0.000439181213292543,1.7429376820038726e-08,3.4836198937027437e-16,-2.277487716127078e-16
20,4,HH_Trafo_17,14,17,1.0,1.197475375237852,0.010462677353234428,0.004060240548071468,-0.010022925195072495,-0.0032943761990137477
21,0,Trafo 0-1,0,1,25.0,134.79151404521545,30.84322570925013,15.918456498516063,-30.770550700215722,-10.467829285205028
21,1,Trafo 0-12,0,12,25.0,27.90233520194591,6.695967723825999,2.605015288432659,-6.69285356258713,-2.371453129709321
21,2,CS_Trafo_15,7,15,0.25,15.990509177880869,0.02831733504891501,0.00945718026372127,-0.028007818302589315,-0.009205724696799209
21,3,CS_Trafo_16,14,16,0.25,0.18738859201018312,0.0004389332498498862,1.7419536446974804e-08,3.4822654382666483e-16,-2.2774118850089884e-16
21,4,HH_Trafo_17,14,17,1.0,0.9869006113669871,0.00858289598899894,0.003440368414448601,-0.00814359741410469,-0.0026766710289938154
22,0,Trafo 0-1,0,1,25.0,143.24930906090466,32.30507262912768,17.804794414238025,-32.22299117094197,-11.648683315807306
22,1,Trafo 0-12,0,12,25.0,27.935053079148993,6.703695274365808,2.608388716401043,-6.700573805603671,-2.374278493279329
22,2,CS_Trafo_15,7,15,0.25,11.619908380855692,0.019281786464751316,0.006384463196108235,-0.01902136410822285,-0.0062520200414438905
22,3,CS_Trafo_16,14,16,0.25,0.18737298356055612,0.0004388601313942484,1.7416634288670548e-08,1.0729852312879596e-16,9.241113032277168e-16
22,4,HH_Trafo_17,14,17,1.0,0.741508712668098,0.006392807060435571,0.0027188980009439554,-0.005953765295104687,-0.0019569080184639103
23,0,Trafo 0-1,0,1,25.0,132.59565763597323,30.44651950138576,15.45250703963703,-30.37619306769007,-10.178023026360473
23,1,Trafo 0-12,0,12,25.0,27.829404660616873,6.678906574407413,2.5970734647749403,-6.675808671352369,-2.364730670182358
23,2,CS_Trafo_15,7,15,0.25,5.550240903639717,0.010017228896818123,0.0032266283555515275,-0.009726203011574713,-0.0031968483336473658
23,3,CS_Trafo_16,14,16,0.25,0.18744550632199122,0.00043919991899250507,1.743012096444953e-08,6.967355067991919e-16,-4.555123052619495e-16
23,4,HH_Trafo_17,14,17,1.0,0.5275317524366094,0.004480753343079555,0.0020899614489445317,-0.0040414828035908535,-0.0013283711588947828
