t_idx,trafo,name,hv_bus,lv_bus,sn_mva,loading_percent,p_hv_mw,q_hv_mvar,p_lv_mw,q_lv_mvar
7,3,CS_Trafo_16,14,16,0.25,0.1984156824098962,0.0004921122483754208,1.9530001648675904e-08,-7.673390208922432e-16,7.504351371813584e-17
7,4,HH_Trafo_17,14,17,1.0,3.2642525518287795,0.0304970293434411,0.010893189440402991,-0.030000000000002445,-0.01000000000001913
8,0,Trafo 0-1,0,1,25.0,94.23226556607669,22.676381241800247,8.634967264158275,-22.640862362305384,-5.971050551477052
8,1,Trafo 0-12,0,12,25.0,84.83687681348069,20.648177752921747,7.132912542197928,-20.619388570251882,-4.973723233600141
8,2,CS_Trafo_15,7,15,0.25,26.929968801468036,0.06053944159000539,0.02071475136689347,-0.0599999999974524,-0.019999999997185818
8,3,CS_Trafo_16,14,16,0.25,0.1984156824098962,0.0004921122483754208,1.9530001648675904e-08,-7.673390208922432e-16,7.504351371813584e-17
8,4,HH_Trafo_17,14,17,1.0,3.2642525518289713,0.03049702934344188,0.010893189440406457,-0.03000000000000357,-0.010000000000026096
9,0,Trafo 0-1,0,1,25.0,94.23226556607669,22.676381241800247,8.634967264158275,-22.640862362305384,-5.971050551477052
9,1,Trafo 0-12,0,12,25.0,84.83687681348069,20.648177752921747,7.132912542197928,-20.619388570251882,-4.973723233600141
9,2,CS_Trafo_15,7,15,0.25,26.929968801468036,0.06053944159000539,0.02071475136689347,-0.0599999999974524,-0.019999999997185818
9,3,CS_Trafo_16,14,16,0.25,0.1984156824098962,0.0004921122483754208,1.9530001648675904e-08,-7.673390208922432e-16,7.504351371813584e-17
9,4,HH_Trafo_17,14,17,1.0,3.264252551829274,0.030497029343442564,0.010893189440413474,-0.030000000000003912,-0.0100000000000296
10,0,Trafo 0-1,0,1,25.0,94.3646880475373,22.7087427760734,8.645801946338608,-22.673123998672164,-5.9743928885683655
10,1,Trafo 0-12,0,12,25.0,84.83687681348104,20.6481777529218,7.132912542198073,-20.61938857025193,-4.973723233600268
10,2,CS_Trafo_15,7,15,0.25,39.44121095249789,0.09115418996467961,0.021536196522808596,-0.09051207508814485,-0.01999999806597743
10,3,CS_Trafo_16,14,16,0.25,0.19841568240962135,0.0004921122483747384,1.9530002600652845e-08,-3.050037359327956e-16,-8.555178771002379e-16
10,4,HH_Trafo_17,14,17,1.0,3.2642525518279815,0.0304970293434389,0.010893189440385479,-0.03000000000000113,-0.010000000000001553
11,0,Trafo 0-1,0,1,25.0,94.27207276049002,22.686124878474583,8.638183525838505,-22.650575983664343,-5.972015663869957
11,1,Trafo 0-12,0,12,25.0,84.83687681348088,20.648177752921757,7.132912542198073,-20.619388570251893,-4.973723233600276
11,2,CS_Trafo_15,7,15,0.25,30.65826680533999,0.06976129015205197,0.020927042103308577,-0.06919534616083306,-0.01999999953128477
11,3,CS_Trafo_16,14,16,0.25,0.19841568240948315,0.0004921122483743954,1.9529999093184278e-08,2.572920470336059e-16,2.630876643059117e-15
11,4,HH_Trafo_17,14,17,1.0,3.264252551827567,0.030497029343438294,0.010893189440374935,-0.029999999999999645,-0.009999999999991106
12,0,Trafo 0-1,0,1,25.0,94.23226556601668,22.67638124179334,8.634967264132982,-22.640862362298517,-5.9710505514551535
12,1,Trafo 0-12,0,12,25.0,84.83687681348053,20.64817775292168,7.132912542198015,-20.619388570251818,-4.9737232336002375
12,2,CS_Trafo_15,7,15,0.25,26.929968794843035,0.06053944157802657,0.02071475135340179,-0.05999999998551626,-0.019999999984046998
12,3,CS_Trafo_16,14,16,0.25,0.19841568240955226,0.0004921122483745678,1.953000084722688e-08,-1.0961986012746339e-16,1.0720501959733575e-17
12,4,HH_Trafo_17,14,17,1.0,3.2642525518279517,0.03049702934343992,0.010893189440381895,-0.030000000000002396,-0.010000000000005019
13,0,Trafo 0-1,0,1,25.0,94.23226556601674,22.676381241793333,8.63496726413304,-22.640862362298513,-5.971050551455208
13,1,Trafo 0-12,0,12,25.0,84.83687681348053,20.64817775292168,7.132912542198015,-20.619388570251818,-4.9737232336002375
13,2,CS_Trafo_15,7,15,0.25,26.929968794843536,0.060539441578027015,0.020714751353404292,-0.05999999998551647,-0.019999999984048656
13,3,CS_Trafo_16,14,16,0.25,0.19841568240967522,0.0004921122483748727,1.9530001702757263e-08,-3.288595803823901e-16,3.216150587920073e-17
13,4,HH_Trafo_17,14,17,1.0,3.2642525518277994,0.03049702934343957,0.010893189440378384,-0.03000000000000214,-0.009999999999997965
14,0,Trafo 0-1,0,1,25.0,94.23226556601682,22.676381241793333,8.634967264133099,-22.640862362298513,-5.971050551455263
14,1,Trafo 0-12,0,12,25.0,84.83687681348053,20.64817775292168,7.132912542198015,-20.619388570251818,-4.9737232336002375
14,2,CS_Trafo_15,7,15,0.25,26.929968794844044,0.06053944157802745,0.020714751353406797,-0.059999999985517014,-0.019999999984051123
14,3,CS_Trafo_16,14,16,0.25,0.19841568240964064,0.0004921122483747868,1.953000082579356e-08,-5.24243456187722e-16,-8.340768731807724e-16
14,4,HH_Trafo_17,14,17,1.0,3.264252551827617,0.03049702934344019,0.010893189440371239,-0.03000000000000267,-0.009999999999994371
15,0,Trafo 0-1,0,1,25.0,94.23553512422845,22.677182038914204,8.635230106278156,-22.641660694593607,-5.971128531614621
15,1,Trafo 0-12,0,12,25.0,84.83687681348098,20.648177752921793,7.132912542198044,-20.619388570251928,-4.973723233600243
15,2,CS_Trafo_15,7,15,0.25,27.234569507903217,0.06129748931755858,0.02073106043677938,-0.06075601291657024,-0.01999999999999937
15,3,CS_Trafo_16,14,16,0.25,0.19841568240962143,0.0004921122483747387,1.9530002600639293e-08,-3.907677516106652e-16,-1.732476758119944e-15
15,4,HH_Trafo_17,14,17,1.0,3.264252551827871,0.030497029343439015,0.010893189440381933,-0.030000000000002365,-0.010000000000004974
16,0,Trafo 0-1,0,1,25.0,94.23226556608573,22.67638124180101,8.634967264162812,-22.640862362306137,-5.971050551481079
16,1,Trafo 0-12,0,12,25.0,84.83687681348096,20.648177752921807,7.132912542197986,-20.61938857025194,-4.973723233600185
16,2,CS_Trafo_15,7,15,0.25,26.92996880288387,0.06053944159256409,0.0207147513697849,-0.060000000000001635,-0.01999999999999934
16,3,CS_Trafo_16,14,16,0.25,0.19841568240942928,0.0004921122483742622,1.9529999991032426e-08,1.7152803135573932e-16,1.753917762039412e-15
16,4,HH_Trafo_17,14,17,1.0,3.2642525518279104,0.030497029343439456,0.010893189440381881,-0.0300000000000008,-0.009999999999998045
17,0,Trafo 0-1,0,1,25.0,94.23226556608574,22.676381241801,8.634967264162842,-22.64086236230613,-5.971050551481108
17,1,Trafo 0-12,0,12,25.0,84.83687681348087,20.648177752921814,7.132912542197898,-20.61938857025195,-4.973723233600102
17,2,CS_Trafo_15,7,15,0.25,26.92996880288423,0.06053944159256441,0.020714751369786562,-0.06000000000000196,-0.020000000000000986
17,3,CS_Trafo_16,14,16,0.25,0.1984156824093601,0.0004921122483740907,1.9529998237098243e-08,3.4305606271147864e-16,3.507835524078824e-15
17,4,HH_Trafo_17,14,17,1.0,3.2642525518272243,0.030497029343437197,0.010893189440367934,-0.029999999999999333,-0.009999999999987573
18,0,Trafo 0-1,0,1,25.0,94.2322655660858,22.676381241800993,8.634967264162901,-22.640862362306127,-5.971050551481164
18,1,Trafo 0-12,0,12,25.0,84.83687681348079,20.648177752921818,7.13291254219781,-20.619388570251953,-4.973723233600019
18,2,CS_Trafo_15,7,15,0.25,26.929968802884623,0.06053944159256483,0.02071475136978821,-0.060000000000002274,-0.02000000000000178
18,3,CS_Trafo_16,14,16,0.25,0.19841568240928134,0.0004921122483738952,1.9529997370841036e-08,5.384399385168116e-16,4.374073903138797e-15
18,4,HH_Trafo_17,14,17,1.0,3.264252551826801,0.030497029343435192,0.010893189440361044,-0.02999999999999786,-0.009999999999977104
19,0,Trafo 0-1,0,1,25.0,94.252484616469,22.681331946813287,8.636596491915242,-22.645797823387777,-5.971536484113255
19,1,Trafo 0-12,0,12,25.0,84.8368768134806,20.648177752921708,7.132912542197986,-20.619388570251843,-4.973723233600203
19,2,CS_Trafo_15,7,15,0.25,28.818617643961446,0.06522547425487632,0.02081884363423908,-0.06467304181956983,-0.019999999998941864
19,3,CS_Trafo_16,14,16,0.25,0.19841568240958682,0.0004921122483746536,1.953000172400085e-08,-1.334757045770578e-16,8.983998849391743e-16
19,4,HH_Trafo_17,14,17,1.0,3.2642525518282133,0.03049702934344017,0.01089318944038894,-0.03000000000000117,-0.010000000000001587
20,0,Trafo 0-1,0,1,25.0,94.29322188521778,22.691296126573935,8.639906564768381,-22.65573127979995,-5.97254230518201
20,1,Trafo 0-12,0,12,25.0,84.83687681348088,20.648177752921768,7.132912542198044,-20.619388570251903,-4.973723233600246
20,2,CS_Trafo_15,7,15,0.25,32.65330789476861,0.07465415910444594,0.02105197333392308,-0.07407260571325337,-0.019999999982584428
20,3,CS_Trafo_16,14,16,0.25,0.19841568240955226,0.0004921122483745673,1.953000084659669e-08,-1.334757045770569e-16,8.983998849391735e-16
20,4,HH_Trafo_17,14,17,1.0,3.2642525518275276,0.030497029343437898,0.010893189440374956,-0.030000000000000027,-0.009999999999994588
21,0,Trafo 0-1,0,1,25.0,94.24463253860527,22.67940974878054,8.63596270297112,-22.643881545731194,-5.97134672350654
21,1,Trafo 0-12,0,12,25.0,84.83687681348066,20.648177752921708,7.132912542198044,-20.619388570251843,-4.973723233600259
21,2,CS_Trafo_15,7,15,0.25,28.083794349195113,0.06340614931430265,0.020777502532801043,-0.06285887731659398,-0.019999999964572676
21,3,CS_Trafo_16,14,16,0.25,0.19841568240959645,0.000492112248374677,1.9530000836791436e-08,3.8052326778677517e-17,2.6523176469785863e-15
21,4,HH_Trafo_17,14,17,1.0,3.2642525518277594,0.030497029343439105,0.010893189440378436,-0.030000000000001234,-0.00999999999999806
22,0,Trafo 0-1,0,1,25.0,94.34687660878816,22.70439856889459,8.644322136501001,-22.66879323639125,-5.973921446357409
22,1,Trafo 0-12,0,12,25.0,84.8368768134807,20.648177752921736,7.132912542197986,-20.619388570251875,-4.973723233600198
22,2,CS_Trafo_15,7,15,0.25,37.74433425613765,0.08704676260023811,0.021406576052667214,-0.08642086693321838,-0.01999999931147572
22,3,CS_Trafo_16,14,16,0.25,0.1984156824095426,0.0004921122483745435,1.9530001734605702e-08,6.190817122827481e-17,1.7646382639991465e-15
22,4,HH_Trafo_17,14,17,1.0,3.2642525518277177,0.030497029343438682,0.010893189440378445,-0.030000000000001158,-0.010000000000001577
23,0,Trafo 0-1,0,1,25.0,94.23226556130541,22.67638124126259,8.634967262117764,-22.640862361771326,-5.971050549706307
23,1,Trafo 0-12,0,12,25.0,84.83687681348073,20.64817775292174,7.132912542197986,-20.61938857025188,-4.9737232336001975
23,2,CS_Trafo_15,7,15,0.25,26.92996824360018,0.06053944057827451,0.02071475023929174,-0.05999999898932292,-0.019999998899312983
23,3,CS_Trafo_16,14,16,0.25,0.1984156824094639,0.0004921122483743485,1.9530000868219746e-08,-8.576401567786933e-17,-8.769588810197067e-16
23,4,HH_Trafo_17,14,17,1.0,3.2642525518277896,0.030497029343438165,0.010893189440382036,-0.03000000000000152,-0.010000000000005078
